SMILES,MW,logP,VDss(L/kg),logVDss
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,324.38,2.519,2,0.301029996
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,425.92,3.3532,3.4,0.531478917
NCCc1ccc(O)c(O)c1,153.181,0.599,0.74,-0.13076828
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,378.516,3.1733,1.2,0.079181246
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,451.483,1.7178,1.3,0.113943352
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,279.383,3.9624,12,1.079181246
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,246.194,-1.6852,0.28,-0.552841969
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,266.257,-1.1934,1.03,0.012837225
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,543.525,0.0013,22,1.342422681
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccc(-c4cnco4)cc3)CS[C@H]12)c1csc(N)n1,542.579,0.4571,0.22,-0.657577319
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,556.769,7.049,20,1.301029996
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.435,3.6784,1.41,0.149219113
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,397.515,4.9252,1.9,0.278753601
CC1=NN(c2ccccc2)C(=O)C1,174.203,1.7992,0.23,-0.638272164
CC[N+](C)(C)c1cccc(O)c1,166.244,1.979,1.1,0.041392685
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,382.529,3.821,1.6,0.204119983
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,318.501,4.5952,2,0.301029996
c1cc2c(c(N3CCNCC3)c1)OCCO2,220.272,0.8674,3.6,0.556302501
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,352.478,4.3644,2.2,0.342422681
NNc1cc2c(nn1)CCN(C(=O)c1ccccc1)C2,269.308,0.9607,2.2,0.342422681
Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)N=C(N)N,320.374,0.60282,1.1,0.041392685
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.324,0.6633,2,0.301029996
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,248.307,1.96432,1.8,0.255272505
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,194.194,-0.1771,0.63,-0.200659451
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,305.29,1.78138,0.27,-0.568636236
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,353.426,2.8199,2.5,0.397940009
CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,399.575,5.101,0.54,-0.26760624
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,581.673,1.9908,3.6,0.556302501
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.443,3.4051,0.77,-0.113509275
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,475.523,0.9407,0.12,-0.920818754
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,295.379,1.5299,1.2,0.079181246
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,345.424,2.89974,0.24,-0.619788758
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,272.388,3.6092,1.2,0.079181246
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,520.39,5.299,0.12,-0.920818754
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,303.141,3.6057,0.26,-0.585026652
CCC(CO)NCCNC(CC)CO,204.314,-0.2926,1.7,0.230448921
CCn1cnc(C(=O)NC)c1C(=O)NC,210.237,-0.3778,0.73,-0.13667714
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,296.41,3.6126,4.3,0.633468456
C#CC1(OS(=O)(=O)O)CCC2C3CCc4cc(O)ccc4C3CCC21C,376.474,3.4397,0.61,-0.214670165
C#CC1(O)CCC2C3CCc4cc(OS(=O)(=O)O)ccc4C3CCC21C,376.474,3.0886,2.3,0.361727836
CCNCC(O)c1cccc(O)c1,181.235,1.0351,2.1,0.322219295
CCOC(=O)c1cncn1C(C)c1ccccc1,244.294,2.6691,2.7,0.431363764
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,358.85,4.17592,1.5,0.176091259
CCC(O)(C(=O)O)c1cc2n(c(=O)c1CO)Cc1c-2nc2cc(F)c(C)c3c2c1C(N)CC3,453.47,1.99322,0.44,-0.356547324
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,303.337,3.5884,2.5,0.397940009
COc1ccc(CCN(C)CCCN2Cc3cc(OC)c(OC)cc3C2=O)cc1OC,428.529,3.2414,2.4,0.380211242
NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,337.456,-0.768,1.2,0.079181246
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.259,3.9643,4.4,0.643452676
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.358,2.0576,1.2,0.079181246
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,260.337,1.8035,3,0.477121255
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.479,4.1367,0.89,-0.050609993
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,372.553,3.8145,1.1,0.041392685
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,307.478,3.2043,17.3,1.238046103
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,401.846,3.3046,1.5,0.176091259
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.346,3.4407,6.1,0.785329835
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,369.343,1.6992,1.6,0.204119983
CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,496.474,-1.2906,0.19,-0.721246399
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,453.879,2.68782,0.19,-0.721246399
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,306.276,0.7358,0.75,-0.124938737
Nc1[nH]c(=O)ncc1F,129.094,-0.5088,0.68,-0.167491087
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.293,1.7737,0.8,-0.096910013
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,313.288,2.5477,1.9,0.278753601
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,332.311,3.6658,0.14,-0.853871964
O=c1[nH]cc(F)c(=O)[nH]1,130.078,-0.7977,0.23,-0.638272164
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,437.531,4.3081,2.9,0.462397998
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,304.325,2.9834,1.1,0.041392685
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,500.579,4.43,3.6,0.556302501
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,473.446,-0.7311,0.25,-0.602059991
O=C(O)P(=O)(O)O,126.004,-0.1579,0.5,-0.301029996
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,386.255,0.8528,0.15,-0.823908741
O=C(O)C1CC(C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,435.501,4.1617,0.13,-0.886056648
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,362.278,1.5488,0.06,-1.22184875
CCOP(=O)(OCC)[C@H](C)NC(=O)N(CCCl)N=O,315.694,2.5303,0.62,-0.207608311
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,243.31,1.3435,3.6,0.556302501
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,330.749,1.8907,0.12,-0.920818754
NCC1(CC(=O)O)CCCCC1,171.24,1.3703,0.71,-0.148741651
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,287.359,1.8503,2.3,0.361727836
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,255.234,-1.9709,1,0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.4,1.9804,1.7,0.230448921
O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,375.211,4.8248,0.12,-0.920818754
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.91,4.2756,23,1.361727836
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,263.2,-1.2886,1.5,0.176091259
CC(C(O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,331.344,0.8772,0.62,-0.207608311
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,477.603,-3.3275,0.33,-0.48148606
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,310.437,3.6586,0.46,-0.337242168
CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,424.402,-1.3695,0.91,-0.040958608
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(CCOC)c(CC)c2[nH]1,519.628,1.1153,2.4,0.380211242
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,323.418,1.62982,0.43,-0.366531544
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,490.626,3.074,0.19,-0.721246399
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.545,2.07812,0.16,-0.795880017
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,494.013,3.6417,0.08,-1.096910013
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.437,2.4563,0.37,-0.431798276
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,312.417,2.3184,3.7,0.568201724
Cc1nc(NNC(=O)C(CC2CCCC2)CN(O)C=O)c(F)c(N2CCN3CCOCC3C2)n1,479.557,0.93212,0.75,-0.124938737
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,549.074,3.996,1.65,0.217483944
O=C(O)c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1,406.24,5.3955,0.77,-0.113509275
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,246.097,1.3359,5.6,0.748188027
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.871,4.4256,17,1.230448921
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,236.271,1.2013,1.1,0.041392685
NNc1nncc2ccccc12,160.18,0.9154,1.5,0.176091259
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,362.466,1.7816,0.38,-0.420216403
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,331.297,0.0141,2.2,0.342422681
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,285.343,1.6303,4.3,0.633468456
CN1C(=O)C(O)CC1c1cccnc1,192.218,0.3457,0.85,-0.070581074
CCC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,342.439,2.5121,6.8,0.832508913
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,296.414,3.5806,6.6,0.819543936
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,341.773,3.5081,0.77,-0.113509275
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,482.54,3.8449,0.15,-0.823908741
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,504.45,5.08104,0.25,-0.602059991
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,319.231,0.5,0.55,-0.259637311
C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,440.507,4.2173,9.75,0.989004616
CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.285,3.0732,0.15,-0.823908741
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,384.586,4.164,12,1.079181246
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,497.5,1.0203,38,1.579783597
c1ccc2c(c1)OCC(C1=NCCN1)O2,204.229,0.8281,3.3,0.51851394
O=C(/C=C/c1ccccc1)NCCO,191.23,0.8083,0.11,-0.958607315
COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,413.801,3.6407,0.56,-0.251811973
CCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,440.54,4.1155,4.4,0.643452676
O=P1(NCCCl)OCCCN1CCCl,261.089,1.884,0.62,-0.207608311
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.615,4.59032,3.9,0.591064607
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,319.408,3.05322,1.51,0.178976947
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCNC=N)CC12,299.352,-0.17603,0.24,-0.619788758
CN(C)CCCN1c2ccccc2CCc2ccccc21,280.415,3.875,12,1.079181246
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,296.414,3.8876,1.9,0.278753601
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,385.854,2.2695,0.68,-0.167491087
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,3.92732,0.096,-1.017728767
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,347.462,3.6048,4.9,0.69019608
NC(=O)c1cccc(N)c1,136.154,0.3677,1.9,0.278753601
Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,348.45,4.24692,11,1.041392685
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,613.915,2.5166,0.17,-0.769551079
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,428.54,4.7774,0.94,-0.026872146
CC1=C(CO)C2=C(C)C3(CC3)C(C)(O)C(=O)C2=C1,246.306,1.6656,3.1,0.491361694
COc1cc(S(C)=O)ccc1-c1nc2cnccc2[nH]1,287.344,2.3709,1.67,0.222716471
NNC(=O)c1ccncc1,137.142,-0.3149,0.82,-0.086186148
CC(C)NCC(O)c1ccc(O)c(O)c1,211.261,1.1292,1.5,0.176091259
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,236.136,-1.0622,1.9,0.278753601
O=[N+]([O-])OC1COC2C(O)COC12,191.139,-1.2782,0.86,-0.065501549
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,335.341,1.48242,0.19,-0.721246399
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,371.393,2.5822,1.5,0.176091259
COc1cc(CC(=O)NCC(=O)N(CCC(=O)O)Cc2ccc(OC)c(OC)c2)ccc1NC(=O)Nc1ccccc1C,592.649,3.82702,0.25,-0.602059991
CNC1(c2ccccc2Cl)CCCCC1=O,237.73,2.8978,2.9,0.462397998
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.434,2.4238,3.9,0.591064607
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,247.338,2.3347,0.48,-0.318758763
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.285,3.1057,0.13,-0.886056648
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.273,2.291,0.11,-0.958607315
NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4c(=O)c1c23,397.435,0.6925,12,1.079181246
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,405.889,3.30528,0.8,-0.096910013
N=C(N)c1ccc(C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1,468.51,1.10957,0.29,-0.537602002
Nc1ccn(C2CSC(CO)O2)c(=O)n1,229.261,-0.5941,1.3,0.113943352
COC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,584.72,6.4934,6.03,0.780317312
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,369.368,3.51522,0.28,-0.552841969
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,307.781,-0.9972,0.88,-0.055517328
CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,399.513,-0.4258,0.22,-0.657577319
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,2.65916,1.9,0.278753601
NC(Cc1ccc(O)c(O)c1)C(=O)O,197.19,0.0522,1.7,0.230448921
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.373,1.544,1.6,0.204119983
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,328.481,4.4956,12,1.079181246
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,312.453,3.8826,1.5,0.176091259
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,280.291,1.36176,0.24,-0.619788758
NC(=O)N1c2ccccc2CC(O)c2ccccc21,254.289,2.4929,0.72,-0.142667504
CCN(CC)CC(=O)Nc1c(C)cccc1C,234.343,2.58374,1.8,0.255272505
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,406.545,-0.857,1,0
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,337.351,1.1236,0.58,-0.236572006
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,405.495,1.2352,0.89,-0.050609993
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,338.455,2.8414,1.73,0.238046103
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,351.353,1.7959,2.04,0.309630167
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,321.163,3.1013,1.3,0.113943352
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,370.924,4.7885,6.6,0.819543936
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,335.19,3.1256,1.6,0.204119983
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,422.92,4.2668,0.37,-0.431798276
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,383.467,3.86422,1.67,0.222716471
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,422.562,3.7156,0.87,-0.060480747
CNCCCC12CCC(c3ccccc31)c1ccccc12,277.411,4.2114,45,1.653212514
COc1ccc(Cl)cc1C1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,359.706,4.5326,10,1
CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,421.585,4.4221,1.54,0.187520721
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,295.298,2.9722,1.2,0.079181246
CN(C)CC(Oc1ccccc1)Oc1ccccc1,257.333,3.0321,2.8,0.447158031
CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,372.421,1.8641,7.9,0.897627091
N=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,429.521,0.81087,0.23,-0.638272164
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,232.283,1.8551,1.1,0.041392685
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,351.409,1.95092,0.15,-0.823908741
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,263.356,3.5205,14,1.146128036
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,305.205,1.925,0.48,-0.318758763
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.338,2.2131,2.3,0.361727836
Cc1cccc(C)c1NC(=O)C1CCCCN1C,246.354,2.72624,0.95,-0.022276395
CCCC(C)(COC(N)=O)COC(N)=O,218.253,0.9834,0.7,-0.15490196
CCC1(c2cccc(O)c2)CCCCN(C)C1,233.355,3.1557,3.3,0.51851394
S=c1[nH]cnc2[nH]cnc12,152.182,1.01549,1,0
O=S(=O)(O)CCS,142.201,-0.196,0.65,-0.187086643
Cc1ncc(CO)c(CO)c1O,169.18,0.08022,0.66,-0.180456064
CN(C)C(=N)N=C(N)N,129.167,-1.24383,0.64,-0.193820026
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.453,4.292,4.4,0.643452676
CNC(C)Cc1ccccc1,149.237,1.837,4.3,0.633468456
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,380.422,0.9491,0.32,-0.494850022
Cn1cc[nH]c1=S,114.173,1.08269,0.86,-0.065501549
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.309,1.3066,1.1,0.041392685
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,454.447,0.2684,0.43,-0.366531544
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,211.217,0.4423,0.69,-0.161150909
C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,356.442,1.67,2.6,0.414973348
CC1CC2=CC(=O)CCC2C2CCC3(C)C(O)CCC3C12,288.431,3.7351,0.8,-0.096910013
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,374.477,1.8036,1.2,0.079181246
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.802,2.0024,3.2,0.505149978
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,365.842,2.71412,1.6,0.204119983
COCCc1ccc(OCC(O)CNC(C)C)cc1,267.369,1.6132,3.1,0.491361694
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,627.942,3.1397,0.17,-0.769551079
Cc1ncc([N+](=O)[O-])n1CCO,171.156,0.09202,0.4,-0.397940009
Cc1cccc(C)c1OCC(C)N,179.263,2.02944,5.9,0.770852012
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,539.592,-0.2338,0.09,-1.045757491
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,495.639,5.2709,3.1,0.491361694
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,325.774,4.32422,1.1,0.041392685
OCCN1CC(O)C(O)C(O)C1CO,207.226,-3.2621,0.28,-0.552841969
C[N+](C)(C)NCCC(=O)O,147.198,-0.3281,0.7,-0.15490196
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.224,1.617,0.25,-0.602059991
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.253,-0.1303,0.9,-0.045757491
CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.36,2.4789,4.2,0.62324929
CN(C)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,313.313,1.9056,11.3,1.053078443
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.488,-0.1392,12,1.079181246
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,432.503,3.4122,0.38,-0.420216403
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,268.744,1.402,1.1,0.041392685
CCOC(=O)Nc1c[n+](N2CCOCC2)no1,243.243,-0.5013,1.4,0.146128036
Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,270.289,-0.20718,0.75,-0.124938737
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,285.343,1.1981,2.3,0.361727836
CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,461.467,-0.8854,0.12,-0.920818754
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,520.48,-1.1277,0.17,-0.769551079
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.438,2.3705,1.4,0.146128036
COc1nc(C)nc(Cl)c1NC1=NCCN1,241.682,0.81812,1.8,0.255272505
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,320.341,2.73322,0.77,-0.113509275
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,309.406,0.6348,1.9,0.278753601
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,414.483,2.4838,0.22,-0.657577319
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,357.45,1.7073,4.6,0.662757832
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,339.435,2.5125,8.2,0.913813852
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,327.38,1.3014,1.7,0.230448921
